pathway	external_id	source	ensembl_ids
MAPK signaling pathway - Homo sapiens (human)	path:hsa04010	KEGG	ENSG00000137486,ENSG00000185386,ENSG00000166484,ENSG00000104375,ENSG00000169967,ENSG00000165059,ENSG00000136068,ENSG00000168970,ENSG00000164305,ENSG00000162302,ENSG00000185652,ENSG00000160867,ENSG00000099942,ENSG00000127191,ENSG00000177885,ENSG00000006116,ENSG00000138798,ENSG00000070388,ENSG00000173327,ENSG00000107968,ENSG00000129682,ENSG00000087095,ENSG00000197461,ENSG00000183943,ENSG00000169032,ENSG00000108984,ENSG00000075429,ENSG00000081248,ENSG00000067191,ENSG00000158050,ENSG00000072133,ENSG00000198400,ENSG00000141480,ENSG00000132155,ENSG00000139625,ENSG00000075388,ENSG00000128272,ENSG00000011566,ENSG00000076984,ENSG00000141510,ENSG00000188130,ENSG00000102466,ENSG00000006283,ENSG00000142875,ENSG00000107643,ENSG00000070831,ENSG00000117020,ENSG00000101224,ENSG00000066468,ENSG00000186868,ENSG00000085511,ENSG00000109320,ENSG00000109756,ENSG00000068078,ENSG00000111266,ENSG00000113721,ENSG00000156427,ENSG00000196712,ENSG00000137764,ENSG00000156711,ENSG00000125538,ENSG00000143851,ENSG00000142408,ENSG00000065559,ENSG00000173110,ENSG00000196557,ENSG00000169750,ENSG00000168067,ENSG00000138166,ENSG00000138675,ENSG00000142733,ENSG00000007402,ENSG00000113319,ENSG00000188386,ENSG00000100485,ENSG00000102678,ENSG00000148408,ENSG00000100784,ENSG00000145715,ENSG00000105499,ENSG00000170458,ENSG00000153233,ENSG00000067182,ENSG00000120875,ENSG00000221823,ENSG00000100324,ENSG00000149930,ENSG00000197442,ENSG00000077782,ENSG00000105329,ENSG00000177189,ENSG00000174775,ENSG00000100311,ENSG00000089022,ENSG00000180370,ENSG00000130522,ENSG00000149269,ENSG00000138834,ENSG00000154229,ENSG00000112658,ENSG00000006062,ENSG00000126583,ENSG00000161958,ENSG00000188089,ENSG00000105605,ENSG00000121653,ENSG00000104856,ENSG00000126803,ENSG00000165995,ENSG00000155903,ENSG00000172680,ENSG00000175197,ENSG00000115590,ENSG00000198909,ENSG00000139318,ENSG00000140285,ENSG00000116473,ENSG00000075461,ENSG00000111241,ENSG00000050748,ENSG00000104814,ENSG00000117632,ENSG00000100030,ENSG00000160551,ENSG00000114738,ENSG00000120910,ENSG00000130433,ENSG00000119699,ENSG00000081189,ENSG00000167535,ENSG00000171777,ENSG00000172575,ENSG00000134853,ENSG00000158711,ENSG00000108861,ENSG00000146648,ENSG00000113578,ENSG00000162344,ENSG00000198216,ENSG00000072062,ENSG00000175104,ENSG00000158815,ENSG00000130159,ENSG00000157388,ENSG00000225950,ENSG00000126458,ENSG00000177606,ENSG00000141837,ENSG00000135341,ENSG00000110786,ENSG00000071242,ENSG00000126934,ENSG00000127314,ENSG00000184545,ENSG00000168907,ENSG00000196468,ENSG00000151062,ENSG00000230510,ENSG00000151067,ENSG00000186895,ENSG00000102001,ENSG00000130222,ENSG00000138814,ENSG00000077150,ENSG00000204209,ENSG00000107758,ENSG00000114279,ENSG00000109971,ENSG00000146535,ENSG00000116711,ENSG00000108878,ENSG00000116717,ENSG00000107831,ENSG00000167193,ENSG00000138685,ENSG00000269335,ENSG00000100346,ENSG00000095015,ENSG00000118972,ENSG00000123358,ENSG00000125952,ENSG00000159337,ENSG00000058335,ENSG00000008735,ENSG00000166862,ENSG00000172380,ENSG00000153956,ENSG00000136997,ENSG00000136238,ENSG00000100614,ENSG00000163513,ENSG00000101109,ENSG00000109339,ENSG00000068831,ENSG00000196924,ENSG00000115594,ENSG00000117560,ENSG00000148053,ENSG00000120129,ENSG00000158186,ENSG00000078579,ENSG00000164086,ENSG00000102882,ENSG00000109270,ENSG00000073803,ENSG00000232810,ENSG00000070193,ENSG00000115904,ENSG00000143507,ENSG00000182389,ENSG00000128591,ENSG00000142208,ENSG00000204389,ENSG00000204388,ENSG00000106211,ENSG00000162889,ENSG00000104365,ENSG00000170345,ENSG00000055208,ENSG00000126767,ENSG00000099875,ENSG00000011485,ENSG00000106799,ENSG00000115008,ENSG00000105550,ENSG00000131196,ENSG00000243708,ENSG00000072736,ENSG00000026103,ENSG00000213281,ENSG00000092969,ENSG00000112062,ENSG00000085276,ENSG00000115966,ENSG00000138032,ENSG00000128340,ENSG00000176697,ENSG00000152689,ENSG00000079277,ENSG00000034152,ENSG00000133818,ENSG00000133703,ENSG00000157764,ENSG00000204390,ENSG00000134259,ENSG00000130829,ENSG00000166501,ENSG00000213341,ENSG00000173039,ENSG00000157445,ENSG00000099860,ENSG00000117676,ENSG00000135090,ENSG00000071054,ENSG00000105221
Fatty acid elongation - Homo sapiens (human)	path:hsa00062	KEGG	ENSG00000197977,ENSG00000206527,ENSG00000066322,ENSG00000127884,ENSG00000188921,ENSG00000138796,ENSG00000149084,ENSG00000074696,ENSG00000170522,ENSG00000119915,ENSG00000138029,ENSG00000184227,ENSG00000221988,ENSG00000097021,ENSG00000164181,ENSG00000131238,ENSG00000167315,ENSG00000099797,ENSG00000012660,ENSG00000165996,ENSG00000084754,ENSG00000177465,ENSG00000118402,ENSG00000119673,ENSG00000116353
Natural killer cell mediated cytotoxicity - Homo sapiens (human)	path:hsa04650	KEGG	ENSG00000243772,ENSG00000027697,ENSG00000204592,ENSG00000141506,ENSG00000164305,ENSG00000137080,ENSG00000115085,ENSG00000204632,ENSG00000177885,ENSG00000204516,ENSG00000198821,ENSG00000100030,ENSG00000120910,ENSG00000169032,ENSG00000149269,ENSG00000132155,ENSG00000100485,ENSG00000121858,ENSG00000108622,ENSG00000203722,ENSG00000197943,ENSG00000213809,ENSG00000145675,ENSG00000111679,ENSG00000213281,ENSG00000169750,ENSG00000120242,ENSG00000126934,ENSG00000164520,ENSG00000111981,ENSG00000155918,ENSG00000101096,ENSG00000166501,ENSG00000104689,ENSG00000102882,ENSG00000232810,ENSG00000205809,ENSG00000221823,ENSG00000180644,ENSG00000147885,ENSG00000160255,ENSG00000214042,ENSG00000204475,ENSG00000174775,ENSG00000142166,ENSG00000051382,ENSG00000117091,ENSG00000236637,ENSG00000179295,ENSG00000240403,ENSG00000154229,ENSG00000011600,ENSG00000043462,ENSG00000165025,ENSG00000189430,ENSG00000124181,ENSG00000121879,ENSG00000205810,ENSG00000096264,ENSG00000134215,ENSG00000158869,ENSG00000005844,ENSG00000105851,ENSG00000167633,ENSG00000189013,ENSG00000255819,ENSG00000117461,ENSG00000010810,ENSG00000129946,ENSG00000206503,ENSG00000120899,ENSG00000197919,ENSG00000131019,ENSG00000213658,ENSG00000131015,ENSG00000126583,ENSG00000120889,ENSG00000138814,ENSG00000164400,ENSG00000107758,ENSG00000160293,ENSG00000115904,ENSG00000026103,ENSG00000221957,ENSG00000188386,ENSG00000087266,ENSG00000186803,ENSG00000126264,ENSG00000228083,ENSG00000204525,ENSG00000204520,ENSG00000136238,ENSG00000162747,ENSG00000183918,ENSG00000185634,ENSG00000117560,ENSG00000160691,ENSG00000111537,ENSG00000148082,ENSG00000015475,ENSG00000134539,ENSG00000171855,ENSG00000078061,ENSG00000159128,ENSG00000171608,ENSG00000198574,ENSG00000182866,ENSG00000120235,ENSG00000122223,ENSG00000234745,ENSG00000173535,ENSG00000090339,ENSG00000131196,ENSG00000173530,ENSG00000203747,ENSG00000105647,ENSG00000147873,ENSG00000233816,ENSG00000125498,ENSG00000128340,ENSG00000141968,ENSG00000100453,ENSG00000133703,ENSG00000157764,ENSG00000134545,ENSG00000234829,ENSG00000188379,ENSG00000159110
Leishmaniasis - Homo sapiens (human)	path:hsa05140	KEGG	ENSG00000196101,ENSG00000125730,ENSG00000073756,ENSG00000162434,ENSG00000242574,ENSG00000027697,ENSG00000223865,ENSG00000137462,ENSG00000150093,ENSG00000175104,ENSG00000166501,ENSG00000237541,ENSG00000136869,ENSG00000102882,ENSG00000204287,ENSG00000105329,ENSG00000136634,ENSG00000172936,ENSG00000177606,ENSG00000168811,ENSG00000135341,ENSG00000104825,ENSG00000150337,ENSG00000160255,ENSG00000100030,ENSG00000231389,ENSG00000185386,ENSG00000096968,ENSG00000241106,ENSG00000051523,ENSG00000198001,ENSG00000203747,ENSG00000170345,ENSG00000112062,ENSG00000126767,ENSG00000113302,ENSG00000115415,ENSG00000100906,ENSG00000115008,ENSG00000232810,ENSG00000159128,ENSG00000188130,ENSG00000092969,ENSG00000244682,ENSG00000175130,ENSG00000113520,ENSG00000169896,ENSG00000227357,ENSG00000179344,ENSG00000125538,ENSG00000111679,ENSG00000111537,ENSG00000055208,ENSG00000109320,ENSG00000203710,ENSG00000007171,ENSG00000198502,ENSG00000116701,ENSG00000204257,ENSG00000100365,ENSG00000184216,ENSG00000204252,ENSG00000100324,ENSG00000143226,ENSG00000173039,ENSG00000158517,ENSG00000115232,ENSG00000156711,ENSG00000162747,ENSG00000196126,ENSG00000196735,ENSG00000119699
Fatty acid biosynthesis - Homo sapiens (human)	path:hsa00061	KEGG	ENSG00000197142,ENSG00000068366,ENSG00000164398,ENSG00000151726,ENSG00000076555,ENSG00000123983,ENSG00000100294,ENSG00000103740,ENSG00000278540,ENSG00000130377,ENSG00000169710,ENSG00000152463,ENSG00000151093
Mineral absorption - Homo sapiens (human)	path:hsa04978	KEGG	ENSG00000174502,ENSG00000114859,ENSG00000111424,ENSG00000169715,ENSG00000177556,ENSG00000147804,ENSG00000103415,ENSG00000100170,ENSG00000167996,ENSG00000205358,ENSG00000091138,ENSG00000136868,ENSG00000169906,ENSG00000069849,ENSG00000187193,ENSG00000089472,ENSG00000132681,ENSG00000018625,ENSG00000169688,ENSG00000163399,ENSG00000225697,ENSG00000143153,ENSG00000129244,ENSG00000070961,ENSG00000198417,ENSG00000125148,ENSG00000170385,ENSG00000066230,ENSG00000137731,ENSG00000183023,ENSG00000076351,ENSG00000071967,ENSG00000164647,ENSG00000100292,ENSG00000101892,ENSG00000205362,ENSG00000205364,ENSG00000125144,ENSG00000091513,ENSG00000165240,ENSG00000138449,ENSG00000018280,ENSG00000165125,ENSG00000087086,ENSG00000157765,ENSG00000110911,ENSG00000157214,ENSG00000119121,ENSG00000174358,ENSG00000105409,ENSG00000092439
Malaria - Homo sapiens (human)	path:hsa05144	KEGG	ENSG00000255819,ENSG00000206172,ENSG00000203710,ENSG00000169429,ENSG00000111537,ENSG00000137462,ENSG00000125538,ENSG00000170180,ENSG00000136732,ENSG00000136869,ENSG00000105329,ENSG00000136634,ENSG00000239732,ENSG00000172936,ENSG00000168811,ENSG00000244734,ENSG00000188536,ENSG00000113296,ENSG00000019991,ENSG00000186340,ENSG00000101017,ENSG00000108691,ENSG00000007908,ENSG00000136244,ENSG00000111796,ENSG00000105664,ENSG00000090339,ENSG00000232810,ENSG00000123384,ENSG00000092969,ENSG00000110651,ENSG00000169439,ENSG00000162692,ENSG00000213809,ENSG00000108342,ENSG00000005844,ENSG00000105976,ENSG00000115884,ENSG00000169231,ENSG00000160255,ENSG00000250361,ENSG00000137801,ENSG00000213088,ENSG00000150782,ENSG00000261371,ENSG00000174175,ENSG00000102245,ENSG00000135218,ENSG00000119699
Toxoplasmosis - Homo sapiens (human)	path:hsa05145	KEGG	ENSG00000185386,ENSG00000163098,ENSG00000087258,ENSG00000027697,ENSG00000110324,ENSG00000164305,ENSG00000096968,ENSG00000136869,ENSG00000172936,ENSG00000091409,ENSG00000172037,ENSG00000179583,ENSG00000100030,ENSG00000108984,ENSG00000105397,ENSG00000065135,ENSG00000188130,ENSG00000171552,ENSG00000185338,ENSG00000117020,ENSG00000227357,ENSG00000145675,ENSG00000112062,ENSG00000109320,ENSG00000007171,ENSG00000064012,ENSG00000154589,ENSG00000156711,ENSG00000002330,ENSG00000050748,ENSG00000173110,ENSG00000196101,ENSG00000107643,ENSG00000130702,ENSG00000223865,ENSG00000012779,ENSG00000109339,ENSG00000102882,ENSG00000232810,ENSG00000091136,ENSG00000067182,ENSG00000168811,ENSG00000058085,ENSG00000105329,ENSG00000172115,ENSG00000141506,ENSG00000135862,ENSG00000198001,ENSG00000160791,ENSG00000168610,ENSG00000196569,ENSG00000113302,ENSG00000105647,ENSG00000050555,ENSG00000121879,ENSG00000126803,ENSG00000114353,ENSG00000179344,ENSG00000132906,ENSG00000196878,ENSG00000112769,ENSG00000105851,ENSG00000102245,ENSG00000198502,ENSG00000117461,ENSG00000101966,ENSG00000162434,ENSG00000175104,ENSG00000204287,ENSG00000104825,ENSG00000136634,ENSG00000051382,ENSG00000171791,ENSG00000135341,ENSG00000231389,ENSG00000023445,ENSG00000127955,ENSG00000109971,ENSG00000241106,ENSG00000130164,ENSG00000243646,ENSG00000269335,ENSG00000204390,ENSG00000140992,ENSG00000053747,ENSG00000196126,ENSG00000119699,ENSG00000242574,ENSG00000108179,ENSG00000137462,ENSG00000237541,ENSG00000101197,ENSG00000142208,ENSG00000204389,ENSG00000204388,ENSG00000159128,ENSG00000171608,ENSG00000104365,ENSG00000055208,ENSG00000115415,ENSG00000100906,ENSG00000101017,ENSG00000092969,ENSG00000237693,ENSG00000091128,ENSG00000150093,ENSG00000100324,ENSG00000111537,ENSG00000034152,ENSG00000101680,ENSG00000110330,ENSG00000204257,ENSG00000184216,ENSG00000204252,ENSG00000213341,ENSG00000173039,ENSG00000196735,ENSG00000105221
Taurine and hypotaurine metabolism - Homo sapiens (human)	path:hsa00430	KEGG	ENSG00000167741,ENSG00000129596,ENSG00000100031,ENSG00000144644,ENSG00000131067,ENSG00000136750,ENSG00000136881,ENSG00000128683,ENSG00000181915,ENSG00000099998,ENSG00000139631
Primary bile acid biosynthesis - Homo sapiens (human)	path:hsa00120	KEGG	ENSG00000099377,ENSG00000133835,ENSG00000083807,ENSG00000198610,ENSG00000122787,ENSG00000101473,ENSG00000242110,ENSG00000138135,ENSG00000167910,ENSG00000180432,ENSG00000036530,ENSG00000136881,ENSG00000172817,ENSG00000168306,ENSG00000135929,ENSG00000116171,ENSG00000146233
Sphingolipid signaling pathway - Homo sapiens (human)	path:hsa04071	KEGG	ENSG00000171132,ENSG00000105568,ENSG00000141506,ENSG00000127191,ENSG00000177076,ENSG00000117984,ENSG00000066027,ENSG00000101333,ENSG00000100030,ENSG00000213694,ENSG00000164023,ENSG00000169032,ENSG00000126583,ENSG00000213281,ENSG00000139624,ENSG00000137713,ENSG00000116329,ENSG00000163082,ENSG00000188130,ENSG00000149782,ENSG00000107643,ENSG00000126821,ENSG00000221914,ENSG00000145675,ENSG00000182621,ENSG00000109320,ENSG00000176170,ENSG00000120063,ENSG00000102871,ENSG00000103222,ENSG00000092020,ENSG00000067900,ENSG00000067606,ENSG00000149534,ENSG00000168350,ENSG00000169750,ENSG00000166224,ENSG00000126934,ENSG00000171791,ENSG00000090054,ENSG00000166501,ENSG00000102882,ENSG00000232810,ENSG00000068971,ENSG00000067182,ENSG00000172296,ENSG00000172292,ENSG00000185386,ENSG00000175470,ENSG00000174775,ENSG00000154227,ENSG00000163485,ENSG00000154229,ENSG00000074211,ENSG00000156711,ENSG00000121879,ENSG00000114353,ENSG00000143418,ENSG00000104695,ENSG00000158869,ENSG00000105851,ENSG00000141510,ENSG00000050748,ENSG00000090661,ENSG00000112640,ENSG00000171862,ENSG00000135587,ENSG00000104763,ENSG00000137841,ENSG00000113575,ENSG00000223802,ENSG00000117461,ENSG00000010810,ENSG00000198964,ENSG00000051382,ENSG00000063176,ENSG00000164867,ENSG00000156475,ENSG00000127955,ENSG00000166311,ENSG00000167393,ENSG00000146535,ENSG00000170989,ENSG00000168398,ENSG00000035681,ENSG00000197442,ENSG00000179639,ENSG00000117020,ENSG00000132155,ENSG00000140992,ENSG00000136238,ENSG00000100596,ENSG00000109339,ENSG00000015475,ENSG00000073711,ENSG00000167769,ENSG00000267534,ENSG00000282608,ENSG00000065135,ENSG00000142208,ENSG00000171608,ENSG00000125910,ENSG00000033327,ENSG00000112062,ENSG00000156052,ENSG00000188611,ENSG00000067560,ENSG00000105647,ENSG00000078304,ENSG00000075651,ENSG00000134318,ENSG00000128340,ENSG00000087088,ENSG00000133703,ENSG00000180739,ENSG00000129219,ENSG00000173039,ENSG00000105221,ENSG00000154001,ENSG00000143753
Phosphatidylinositol signaling system - Homo sapiens (human)	path:hsa04070	KEGG	ENSG00000163719,ENSG00000038210,ENSG00000117461,ENSG00000103502,ENSG00000139505,ENSG00000141401,ENSG00000133731,ENSG00000276293,ENSG00000139151,ENSG00000186111,ENSG00000171608,ENSG00000100330,ENSG00000204084,ENSG00000163624,ENSG00000198668,ENSG00000115020,ENSG00000136267,ENSG00000160014,ENSG00000149782,ENSG00000145675,ENSG00000182621,ENSG00000185133,ENSG00000109452,ENSG00000166908,ENSG00000137825,ENSG00000241973,ENSG00000139144,ENSG00000143772,ENSG00000171100,ENSG00000068383,ENSG00000166501,ENSG00000102043,ENSG00000138193,ENSG00000159082,ENSG00000151689,ENSG00000141506,ENSG00000003987,ENSG00000154229,ENSG00000161714,ENSG00000126583,ENSG00000143398,ENSG00000150867,ENSG00000124181,ENSG00000121879,ENSG00000145214,ENSG00000150995,ENSG00000165458,ENSG00000149091,ENSG00000122126,ENSG00000143393,ENSG00000105851,ENSG00000176095,ENSG00000101333,ENSG00000040933,ENSG00000153933,ENSG00000171862,ENSG00000137841,ENSG00000104331,ENSG00000011405,ENSG00000087053,ENSG00000123104,ENSG00000051382,ENSG00000148384,ENSG00000065357,ENSG00000169885,ENSG00000086544,ENSG00000107242,ENSG00000115556,ENSG00000100605,ENSG00000078142,ENSG00000058866,ENSG00000155099,ENSG00000108389,ENSG00000178363,ENSG00000187091,ENSG00000127080,ENSG00000102780,ENSG00000161896,ENSG00000178372,ENSG00000168781,ENSG00000157680,ENSG00000143933,ENSG00000078269,ENSG00000168918,ENSG00000155252,ENSG00000063601,ENSG00000101290,ENSG00000132376,ENSG00000068745,ENSG00000274588,ENSG00000096433,ENSG00000077044,ENSG00000105647,ENSG00000197943,ENSG00000145725,ENSG00000165782,ENSG00000151151,ENSG00000133056
Caffeine metabolism - Homo sapiens (human)	path:hsa00232	KEGG	ENSG00000156006,ENSG00000140505,ENSG00000158125,ENSG00000255974,ENSG00000171428
Bacterial invasion of epithelial cells - Homo sapiens (human)	path:hsa05100	KEGG	ENSG00000185634,ENSG00000117461,ENSG00000114423,ENSG00000169398,ENSG00000164402,ENSG00000015285,ENSG00000197959,ENSG00000158195,ENSG00000141506,ENSG00000145675,ENSG00000106299,ENSG00000085733,ENSG00000079805,ENSG00000155849,ENSG00000115414,ENSG00000114790,ENSG00000051382,ENSG00000183230,ENSG00000182533,ENSG00000106976,ENSG00000130429,ENSG00000241685,ENSG00000100167,ENSG00000071205,ENSG00000039068,ENSG00000141367,ENSG00000140623,ENSG00000171608,ENSG00000116670,ENSG00000112290,ENSG00000150093,ENSG00000168385,ENSG00000160691,ENSG00000044115,ENSG00000168036,ENSG00000050820,ENSG00000184640,ENSG00000148082,ENSG00000197122,ENSG00000067560,ENSG00000166333,ENSG00000105647,ENSG00000121879,ENSG00000175416,ENSG00000161638,ENSG00000110395,ENSG00000089159,ENSG00000105971,ENSG00000180096,ENSG00000109458,ENSG00000163466,ENSG00000129946,ENSG00000102890,ENSG00000105851,ENSG00000241553,ENSG00000125354,ENSG00000167193,ENSG00000062598,ENSG00000198087,ENSG00000177105,ENSG00000105976,ENSG00000105974,ENSG00000070831,ENSG00000070371,ENSG00000111229,ENSG00000136950,ENSG00000180353,ENSG00000099942,ENSG00000184009,ENSG00000136238,ENSG00000035403,ENSG00000162704,ENSG00000142273,ENSG00000066032,ENSG00000138758,ENSG00000122705,ENSG00000150760,ENSG00000075624
Purine metabolism - Homo sapiens (human)	path:hsa00230	KEGG	ENSG00000171408,ENSG00000113231,ENSG00000100938,ENSG00000243678,ENSG00000228049,ENSG00000114956,ENSG00000112541,ENSG00000163882,ENSG00000116748,ENSG00000181222,ENSG00000168032,ENSG00000147224,ENSG00000143199,ENSG00000099817,ENSG00000011052,ENSG00000135778,ENSG00000128059,ENSG00000101911,ENSG00000184508,ENSG00000103024,ENSG00000189283,ENSG00000047315,ENSG00000148229,ENSG00000121851,ENSG00000078295,ENSG00000177084,ENSG00000121281,ENSG00000100413,ENSG00000125630,ENSG00000143363,ENSG00000061918,ENSG00000154027,ENSG00000143774,ENSG00000102978,ENSG00000122643,ENSG00000239900,ENSG00000163655,ENSG00000197594,ENSG00000173175,ENSG00000116337,ENSG00000146143,ENSG00000177700,ENSG00000141698,ENSG00000138363,ENSG00000005075,ENSG00000139053,ENSG00000048392,ENSG00000198931,ENSG00000067225,ENSG00000123360,ENSG00000178035,ENSG00000014138,ENSG00000186184,ENSG00000172113,ENSG00000100142,ENSG00000164978,ENSG00000170222,ENSG00000106628,ENSG00000197217,ENSG00000197586,ENSG00000147669,ENSG00000085231,ENSG00000101890,ENSG00000156973,ENSG00000171302,ENSG00000076685,ENSG00000164742,ENSG00000105258,ENSG00000185013,ENSG00000188833,ENSG00000198585,ENSG00000132518,ENSG00000100479,ENSG00000058600,ENSG00000070019,ENSG00000062822,ENSG00000186642,ENSG00000103202,ENSG00000169299,ENSG00000205268,ENSG00000068654,ENSG00000167325,ENSG00000162104,ENSG00000159131,ENSG00000172572,ENSG00000138735,ENSG00000155085,ENSG00000004455,ENSG00000162433,ENSG00000152270,ENSG00000140057,ENSG00000165695,ENSG00000239672,ENSG00000013503,ENSG00000132915,ENSG00000125877,ENSG00000143156,ENSG00000079739,ENSG00000138185,ENSG00000105849,ENSG00000159899,ENSG00000125458,ENSG00000128655,ENSG00000154678,ENSG00000144231,ENSG00000137054,ENSG00000137198,ENSG00000001561,ENSG00000106348,ENSG00000174233,ENSG00000165609,ENSG00000156110,ENSG00000054179,ENSG00000035687,ENSG00000147853,ENSG00000183463,ENSG00000185527,ENSG00000229937,ENSG00000113448,ENSG00000178921,ENSG00000168002,ENSG00000198056,ENSG00000168255,ENSG00000119125,ENSG00000158125,ENSG00000106992,ENSG00000151360,ENSG00000138801,ENSG00000171848,ENSG00000095464,ENSG00000073417,ENSG00000161980,ENSG00000155897,ENSG00000101868,ENSG00000105650,ENSG00000065989,ENSG00000112981,ENSG00000113356,ENSG00000164116,ENSG00000152402,ENSG00000170502,ENSG00000132664,ENSG00000154269,ENSG00000187097,ENSG00000160191,ENSG00000185100,ENSG00000198805,ENSG00000133805,ENSG00000128050,ENSG00000168495,ENSG00000143627,ENSG00000198682,ENSG00000171453,ENSG00000186141,ENSG00000156136,ENSG00000196839,ENSG00000184588,ENSG00000175482,ENSG00000066379,ENSG00000115350,ENSG00000165704,ENSG00000138035,ENSG00000138031,ENSG00000116981,ENSG00000250741,ENSG00000115252,ENSG00000129467,ENSG00000077514,ENSG00000205309,ENSG00000148606,ENSG00000133256,ENSG00000135318,ENSG00000169418
PPAR signaling pathway - Homo sapiens (human)	path:hsa03320	KEGG	ENSG00000121769,ENSG00000173391,ENSG00000198814,ENSG00000112033,ENSG00000163586,ENSG00000164434,ENSG00000134824,ENSG00000113790,ENSG00000117054,ENSG00000103740,ENSG00000186951,ENSG00000025434,ENSG00000110243,ENSG00000113396,ENSG00000158874,ENSG00000110245,ENSG00000155368,ENSG00000130377,ENSG00000134240,ENSG00000135218,ENSG00000150991,ENSG00000151726,ENSG00000167910,ENSG00000145384,ENSG00000180432,ENSG00000181092,ENSG00000170231,ENSG00000157184,ENSG00000143171,ENSG00000168306,ENSG00000170323,ENSG00000124253,ENSG00000161533,ENSG00000100889,ENSG00000116171,ENSG00000167114,ENSG00000065833,ENSG00000197142,ENSG00000118137,ENSG00000132170,ENSG00000060971,ENSG00000164687,ENSG00000166333,ENSG00000130304,ENSG00000123983,ENSG00000196611,ENSG00000095637,ENSG00000186350,ENSG00000145284,ENSG00000083807,ENSG00000087008,ENSG00000099194,ENSG00000068366,ENSG00000205560,ENSG00000164398,ENSG00000140992,ENSG00000167772,ENSG00000166819,ENSG00000175445,ENSG00000140284,ENSG00000110090,ENSG00000109424,ENSG00000165269,ENSG00000204231,ENSG00000135929,ENSG00000169169,ENSG00000100979,ENSG00000196475,ENSG00000115361
Spirapril Metabolism Pathway	SMP00598	SMPDB	ENSG00000159640
Pathogenic Escherichia coli infection - Homo sapiens (human)	path:hsa05130	KEGG	ENSG00000261456,ENSG00000075886,ENSG00000116584,ENSG00000163466,ENSG00000010810,ENSG00000015285,ENSG00000127824,ENSG00000167552,ENSG00000167553,ENSG00000085733,ENSG00000180353,ENSG00000136869,ENSG00000137267,ENSG00000178462,ENSG00000241685,ENSG00000097007,ENSG00000168036,ENSG00000196230,ENSG00000111057,ENSG00000134308,ENSG00000039068,ENSG00000130429,ENSG00000123416,ENSG00000137285,ENSG00000183785,ENSG00000154229,ENSG00000164924,ENSG00000158092,ENSG00000106299,ENSG00000152086,ENSG00000170458,ENSG00000067560,ENSG00000188229,ENSG00000258947,ENSG00000070831,ENSG00000136950,ENSG00000176014,ENSG00000134318,ENSG00000150093,ENSG00000241553,ENSG00000115053,ENSG00000104833,ENSG00000197822,ENSG00000092820,ENSG00000154589,ENSG00000111229,ENSG00000187554,ENSG00000184009,ENSG00000198033,ENSG00000162704,ENSG00000071051,ENSG00000163347,ENSG00000101162,ENSG00000067900,ENSG00000075624
