pathway	source	metabolites
Sulindac Action Pathway	SMPDB	kegg:C01531,kegg:C00032,kegg:C04853,kegg:C05950,kegg:C02165,kegg:C00005,kegg:C00007,kegg:C00006,kegg:C00001,kegg:C00909,kegg:C00038,kegg:C05949,kegg:C00051,kegg:C02166,kegg:C05951,kegg:C00025,kegg:C14815,kegg:C05966,kegg:C04742,kegg:C00127,kegg:C05958,kegg:C14717,kegg:C05961,kegg:C05962,kegg:C04805,kegg:C14732,kegg:C05957,kegg:C01312,kegg:C00696,kegg:C00427,kegg:C05959,kegg:C02198,kegg:C00584,kegg:C00639,kegg:C05953,kegg:C05955,kegg:C05963,kegg:C05954,kegg:C05964,kegg:C00219,kegg:C14819,kegg:C14813,kegg:C14814,kegg:C14781,kegg:C14782,kegg:C14778,kegg:C14771,kegg:C14775,kegg:C00305,kegg:C14770,kegg:C14774,kegg:C05356,kegg:C00076,kegg:C05956,kegg:C14769,kegg:C14773,kegg:C14768,kegg:C14772,kegg:C14823,kegg:C14749,kegg:C14812,kegg:C14776,kegg:C13809,kegg:C14748,kegg:C05965,kegg:C14822,kegg:C14807,kegg:C14777,kegg:C00157,kegg:C04230,kegg:C14795,kegg:C14794
Diclofenac Action Pathway	SMPDB	kegg:C01690,kegg:C00032,kegg:C04853,kegg:C05950,kegg:C02165,kegg:C00005,kegg:C00007,kegg:C00006,kegg:C00001,kegg:C00909,kegg:C00038,kegg:C05949,kegg:C00051,kegg:C02166,kegg:C05951,kegg:C00025,kegg:C14815,kegg:C05966,kegg:C04742,kegg:C00127,kegg:C05958,kegg:C14717,kegg:C05961,kegg:C05962,kegg:C04805,kegg:C14732,kegg:C05957,kegg:C01312,kegg:C00696,kegg:C00427,kegg:C05959,kegg:C02198,kegg:C00584,kegg:C00639,kegg:C05953,kegg:C05955,kegg:C05963,kegg:C05954,kegg:C05964,kegg:C00219,kegg:C14819,kegg:C14813,kegg:C14814,kegg:C14781,kegg:C14782,kegg:C14778,kegg:C14771,kegg:C14775,kegg:C00305,kegg:C14770,kegg:C14774,kegg:C05356,kegg:C00076,kegg:C05956,kegg:C14769,kegg:C14773,kegg:C14768,kegg:C14772,kegg:C14823,kegg:C14749,kegg:C14812,kegg:C14776,kegg:C13809,kegg:C14748,kegg:C05965,kegg:C14822,kegg:C14807,kegg:C14777,kegg:C00157,kegg:C04230,kegg:C14795,kegg:C14794
Rosuvastatin Action Pathway	SMPDB	kegg:D08492,kegg:C00024,kegg:C00332,kegg:C00010,kegg:C00001,kegg:C00356,kegg:C00418,kegg:C00002,kegg:C01107,kegg:C00008,kegg:C01143,kegg:C00009,kegg:C00129,kegg:C00011,kegg:C00235,kegg:C00305,kegg:C00341,kegg:C00013,kegg:C00448,kegg:C00005,kegg:C00751,kegg:C00006,kegg:C00007,kegg:C01054,kegg:C00016,kegg:C01724,kegg:C05109,kegg:C11455,kegg:C00058,kegg:C00032,kegg:C05108,kegg:C15915,kegg:C15808,kegg:C00023,kegg:C15816,kegg:C05103,kegg:C05437,kegg:C05439,kegg:C03845,kegg:C01189,kegg:C05107,kegg:C01164,kegg:C00187,kegg:C01802,kegg:C05443,kegg:C00249
Quinethazone Action Pathway	SMPDB	kegg:C07342,kegg:C00698,kegg:C01330,kegg:C00238,kegg:C00001,kegg:C00086,kegg:C00288,kegg:C01780,kegg:C00097
Bendroflumethiazide Action Pathway	SMPDB	kegg:C07758,kegg:C00698,kegg:C01330,kegg:C00238,kegg:C00001,kegg:C00086,kegg:C00288,kegg:C01780,kegg:C00097
Pyruvate dehydrogenase deficiency (E3)	SMPDB	kegg:C00022,kegg:C00010,kegg:C00003,kegg:C00024,kegg:C00011,kegg:C00004,kegg:C00068,kegg:C00248,kegg:C00016,kegg:C00001,kegg:C00036,kegg:C00158,kegg:C00417,kegg:C00311,kegg:C00026,kegg:C00080,kegg:C00305,kegg:C00091,kegg:C00009,kegg:C00035,kegg:C00042,kegg:C00044,kegg:C00122,kegg:C00149,kegg:C00002,kegg:C00288,kegg:C00008,kegg:C00120,kegg:C19610,kegg:C11378,kegg:C00390,kegg:C01352,chebi:33723
Lovastatin Action Pathway	SMPDB	kegg:C07074,kegg:C00024,kegg:C00332,kegg:C00010,kegg:C00001,kegg:C00356,kegg:C00418,kegg:C00002,kegg:C01107,kegg:C00008,kegg:C01143,kegg:C00009,kegg:C00129,kegg:C00011,kegg:C00235,kegg:C00305,kegg:C00341,kegg:C00013,kegg:C00448,kegg:C00005,kegg:C00751,kegg:C00006,kegg:C00007,kegg:C01054,kegg:C00016,kegg:C01724,kegg:C05109,kegg:C11455,kegg:C00058,kegg:C00032,kegg:C05108,kegg:C15915,kegg:C15808,kegg:C00023,kegg:C15816,kegg:C05103,kegg:C05437,kegg:C05439,kegg:C03845,kegg:C01189,kegg:C05107,kegg:C01164,kegg:C00187,kegg:C01802,kegg:C05443,kegg:C00249
Ketorolac Action Pathway	SMPDB	kegg:C07062,kegg:C00032,kegg:C04853,kegg:C05950,kegg:C02165,kegg:C00005,kegg:C00007,kegg:C00006,kegg:C00001,kegg:C00909,kegg:C00038,kegg:C05949,kegg:C00051,kegg:C02166,kegg:C05951,kegg:C00025,kegg:C14815,kegg:C05966,kegg:C04742,kegg:C00127,kegg:C05958,kegg:C14717,kegg:C05961,kegg:C05962,kegg:C04805,kegg:C14732,kegg:C05957,kegg:C01312,kegg:C00696,kegg:C00427,kegg:C05959,kegg:C02198,kegg:C00584,kegg:C00639,kegg:C05953,kegg:C05955,kegg:C05963,kegg:C05954,kegg:C05964,kegg:C00219,kegg:C14819,kegg:C14813,kegg:C14814,kegg:C14781,kegg:C14782,kegg:C14778,kegg:C14771,kegg:C14775,kegg:C00305,kegg:C14770,kegg:C14774,kegg:C05356,kegg:C00076,kegg:C05956,kegg:C14769,kegg:C14773,kegg:C14768,kegg:C14772,kegg:C14823,kegg:C14749,kegg:C14812,kegg:C14776,kegg:C13809,kegg:C14748,kegg:C05965,kegg:C14822,kegg:C14807,kegg:C14777,kegg:C00157,kegg:C04230,kegg:C14795,kegg:C14794
Betaxolol Action Pathway	SMPDB	kegg:C06849,kegg:C01330,kegg:C00238,kegg:C00076,kegg:C00002,kegg:C00001,kegg:C00008,kegg:C00009,kegg:C00305,kegg:C01245
Atenolol Action Pathway	SMPDB	kegg:C13235,kegg:C01330,kegg:C00238,kegg:C00076,kegg:C00002,kegg:C00001,kegg:C00008,kegg:C00009,kegg:C00305,kegg:C01245
Pyruvate dehydrogenase deficiency (E2)	SMPDB	kegg:C00022,kegg:C00010,kegg:C00003,kegg:C00024,kegg:C00011,kegg:C00004,kegg:C00068,kegg:C00248,kegg:C00016,kegg:C00001,kegg:C00036,kegg:C00158,kegg:C00417,kegg:C00311,kegg:C00026,kegg:C00080,kegg:C00305,kegg:C00091,kegg:C00009,kegg:C00035,kegg:C00042,kegg:C00044,kegg:C00122,kegg:C00149,kegg:C00002,kegg:C00288,kegg:C00008,kegg:C00120,kegg:C19610,kegg:C11378,kegg:C00390,kegg:C01352,chebi:33723
Doxycycline Action Pathway	SMPDB	kegg:C06973,kegg:C00002,kegg:C00020,kegg:C00013,kegg:C00044,kegg:C00063,kegg:C00075,kegg:C00144,kegg:C00055,kegg:C00105,kegg:C00041,kegg:C00148,kegg:C00183,kegg:C00152,kegg:C00188,kegg:C00123,kegg:C00740,kegg:C00073,kegg:C00135,kegg:C00407
Demeclocycline Action Pathway	SMPDB	kegg:D03680,kegg:C00002,kegg:C00020,kegg:C00013,kegg:C00044,kegg:C00063,kegg:C00075,kegg:C00144,kegg:C00055,kegg:C00105,kegg:C00041,kegg:C00148,kegg:C00183,kegg:C00152,kegg:C00188,kegg:C00123,kegg:C00740,kegg:C00073,kegg:C00135,kegg:C00407
Oxytetracycline Action Pathway	SMPDB	kegg:C06624,kegg:C00002,kegg:C00020,kegg:C00013,kegg:C00044,kegg:C00063,kegg:C00075,kegg:C00144,kegg:C00055,kegg:C00105,kegg:C00041,kegg:C00148,kegg:C00183,kegg:C00152,kegg:C00188,kegg:C00123,kegg:C00740,kegg:C00073,kegg:C00135,kegg:C00407
Minocycline Action Pathway	SMPDB	kegg:C07225,kegg:C00002,kegg:C00020,kegg:C00013,kegg:C00044,kegg:C00063,kegg:C00075,kegg:C00144,kegg:C00055,kegg:C00105,kegg:C00041,kegg:C00148,kegg:C00183,kegg:C00152,kegg:C00188,kegg:C00123,kegg:C00740,kegg:C00073,kegg:C00135,kegg:C00407
Lymecycline Action Pathway	SMPDB	kegg:D06884,kegg:C00002,kegg:C00020,kegg:C00013,kegg:C00044,kegg:C00063,kegg:C00075,kegg:C00144,kegg:C00055,kegg:C00105,kegg:C00041,kegg:C00148,kegg:C00183,kegg:C00152,kegg:C00188,kegg:C00123,kegg:C00740,kegg:C00073,kegg:C00135,kegg:C00407
Tetracycline Action Pathway	SMPDB	kegg:C06570,kegg:C00002,kegg:C00020,kegg:C00013,kegg:C00044,kegg:C00063,kegg:C00075,kegg:C00144,kegg:C00055,kegg:C00105,kegg:C00041,kegg:C00148,kegg:C00183,kegg:C00152,kegg:C00188,kegg:C00123,kegg:C00740,kegg:C00073,kegg:C00135,kegg:C00407
Alprenolol Action Pathway	SMPDB	kegg:D07156,kegg:C01330,kegg:C00238,kegg:C00076,kegg:C00002,kegg:C00001,kegg:C00008,kegg:C00009,kegg:C00305,kegg:C01245
Acebutolol Action Pathway	SMPDB	kegg:C06803,kegg:C01330,kegg:C00238,kegg:C00076,kegg:C00002,kegg:C00001,kegg:C00008,kegg:C00009,kegg:C00305,kegg:C01245
Clomocycline Action Pathway	SMPDB	kegg:D06885,kegg:C00002,kegg:C00020,kegg:C00013,kegg:C00044,kegg:C00063,kegg:C00075,kegg:C00144,kegg:C00055,kegg:C00105,kegg:C00041,kegg:C00148,kegg:C00183,kegg:C00152,kegg:C00188,kegg:C00123,kegg:C00740,kegg:C00073,kegg:C00135,kegg:C00407
Cilostazol Action Pathway	SMPDB	kegg:D01896,kegg:C00038
Mitochondrial complex II deficiency	SMPDB	kegg:C00022,kegg:C00010,kegg:C00003,kegg:C00024,kegg:C00011,kegg:C00004,kegg:C00068,kegg:C00248,kegg:C00016,kegg:C00001,kegg:C00036,kegg:C00158,kegg:C00417,kegg:C00311,kegg:C00026,kegg:C00080,kegg:C00305,kegg:C00091,kegg:C00009,kegg:C00035,kegg:C00042,kegg:C00044,kegg:C00122,kegg:C00149,kegg:C00002,kegg:C00288,kegg:C00008,kegg:C00120,kegg:C19610,kegg:C11378,kegg:C00390,kegg:C01352,chebi:33723
Trifunctional protein deficiency	SMPDB	kegg:C02990,kegg:C00154,kegg:C00318,kegg:C00010,kegg:C05272,kegg:C05258,kegg:C00001,kegg:C00003,kegg:C05259,kegg:C00004,kegg:C00080,kegg:C02593,kegg:C00024,kegg:C00249,kegg:C00002,kegg:C00020,kegg:C00013,kegg:C00305,kegg:C05273,kegg:C05260,kegg:C05261,kegg:C01832,kegg:C05262,kegg:C05263,kegg:C05274,kegg:C05275,kegg:C05264,kegg:C05265,kegg:C01944,kegg:C05276,kegg:C05266,kegg:C05267,kegg:C05270,kegg:C05271,kegg:C00016,kegg:C05268,kegg:C05269,kegg:C00136,kegg:C00877,kegg:C03561,kegg:C00332,kegg:C00527,kegg:C00011
Long-chain-3-hydroxyacyl-coa dehydrogenase deficiency (LCHAD)	SMPDB	kegg:C05269,kegg:C05268,kegg:C00003,kegg:C00004,kegg:C00080,kegg:C05271,kegg:C00001,kegg:C00005,kegg:C05270,kegg:C00006,kegg:C00024,kegg:C00136,kegg:C00010,kegg:C05267,kegg:C05266,kegg:C05276,kegg:C01944,kegg:C05265,kegg:C05264,kegg:C05275,kegg:C05274,kegg:C05263,kegg:C05262,kegg:C03221,kegg:C01832,kegg:C05261,kegg:C05260,kegg:C05273,kegg:C02593,kegg:C05259,kegg:C05258,kegg:C05272,kegg:C00154,kegg:C00249
Fumarase deficiency	SMPDB	kegg:C00022,kegg:C00010,kegg:C00003,kegg:C00024,kegg:C00011,kegg:C00004,kegg:C00068,kegg:C00248,kegg:C00016,kegg:C00001,kegg:C00036,kegg:C00158,kegg:C00417,kegg:C00311,kegg:C00026,kegg:C00080,kegg:C00305,kegg:C00091,kegg:C00009,kegg:C00035,kegg:C00042,kegg:C00044,kegg:C00122,kegg:C00149,kegg:C00002,kegg:C00288,kegg:C00008,kegg:C00120,kegg:C19610,kegg:C11378,kegg:C00390,kegg:C01352,chebi:33723
Congenital lactic acidosis	SMPDB	kegg:C00022,kegg:C00010,kegg:C00003,kegg:C00024,kegg:C00011,kegg:C00004,kegg:C00068,kegg:C00248,kegg:C00016,kegg:C00001,kegg:C00036,kegg:C00158,kegg:C00417,kegg:C00311,kegg:C00026,kegg:C00080,kegg:C00305,kegg:C00091,kegg:C00009,kegg:C00035,kegg:C00042,kegg:C00044,kegg:C00122,kegg:C00149,kegg:C00002,kegg:C00288,kegg:C00008,kegg:C00120,kegg:C19610,kegg:C11378,kegg:C00390,kegg:C01352,chebi:33723
Carnitine palmitoyl transferase deficiency (II)	SMPDB	kegg:C02990,kegg:C00154,kegg:C00318,kegg:C00010,kegg:C05272,kegg:C05258,kegg:C00001,kegg:C00003,kegg:C05259,kegg:C00004,kegg:C00080,kegg:C02593,kegg:C00024,kegg:C00249,kegg:C00002,kegg:C00020,kegg:C00013,kegg:C00305,kegg:C05273,kegg:C05260,kegg:C05261,kegg:C01832,kegg:C05262,kegg:C05263,kegg:C05274,kegg:C05275,kegg:C05264,kegg:C05265,kegg:C01944,kegg:C05276,kegg:C05266,kegg:C05267,kegg:C05270,kegg:C05271,kegg:C00016,kegg:C05268,kegg:C05269,kegg:C00136,kegg:C00877,kegg:C03561,kegg:C00332,kegg:C00527,kegg:C00011
Very-long-chain acyl coa dehydrogenase deficiency (VLCAD)	SMPDB	kegg:C02990,kegg:C00154,kegg:C00318,kegg:C00010,kegg:C05272,kegg:C05258,kegg:C00001,kegg:C00003,kegg:C05259,kegg:C00004,kegg:C00080,kegg:C02593,kegg:C00024,kegg:C00249,kegg:C00002,kegg:C00020,kegg:C00013,kegg:C00305,kegg:C05273,kegg:C05260,kegg:C05261,kegg:C01832,kegg:C05262,kegg:C05263,kegg:C05274,kegg:C05275,kegg:C05264,kegg:C05265,kegg:C01944,kegg:C05276,kegg:C05266,kegg:C05267,kegg:C05270,kegg:C05271,kegg:C00016,kegg:C05268,kegg:C05269,kegg:C00136,kegg:C00877,kegg:C03561,kegg:C00332,kegg:C00527,kegg:C00011
Methylenetetrahydrofolate Reductase Deficiency (MTHFRD)	SMPDB	kegg:C00415,kegg:C00101,kegg:C00006,kegg:C00005,kegg:C00504,kegg:C00002,kegg:C00058,kegg:C00008,kegg:C00234,kegg:C00009,kegg:C00001,kegg:C00011,kegg:C03479,kegg:C00025,kegg:C01045,kegg:C00018,kegg:C00080,kegg:C00445,kegg:C00305,kegg:C00143,kegg:C00004,kegg:C00440,kegg:C00003,kegg:C00016,kegg:C00664,kegg:C00014,kegg:C03541,kegg:C00076
Medium chain acyl-coa dehydrogenase deficiency (MCAD)	SMPDB	kegg:C02990,kegg:C00154,kegg:C00318,kegg:C00010,kegg:C05272,kegg:C05258,kegg:C00001,kegg:C00003,kegg:C05259,kegg:C00004,kegg:C00080,kegg:C02593,kegg:C00024,kegg:C00249,kegg:C00002,kegg:C00020,kegg:C00013,kegg:C00305,kegg:C05273,kegg:C05260,kegg:C05261,kegg:C01832,kegg:C05262,kegg:C05263,kegg:C05274,kegg:C05275,kegg:C05264,kegg:C05265,kegg:C01944,kegg:C05276,kegg:C05266,kegg:C05267,kegg:C05270,kegg:C05271,kegg:C00016,kegg:C05268,kegg:C05269,kegg:C00136,kegg:C00877,kegg:C03561,kegg:C00332,kegg:C00527,kegg:C00011
Methadone Metabolism Pathway	SMPDB	kegg:C07163,kegg:C00032,kegg:C00007,kegg:C00004,kegg:C16660,kegg:C00001,kegg:C00067,kegg:C00003
Imipramine Metabolism Pathway	SMPDB	kegg:C07049,kegg:C06943,kegg:C00007,kegg:C00005,kegg:C00080,kegg:C00001,kegg:C00006,kegg:C00032,kegg:C00004,kegg:C00067,kegg:C00003
Desipramine Metabolism Pathway	SMPDB	kegg:C06943,kegg:C00007,kegg:C00005,kegg:C00080,kegg:C00001,kegg:C00006,kegg:C00032
Citalopram Metabolism Pathway	SMPDB	kegg:C07572,kegg:C16612,kegg:C16609,kegg:C16608,kegg:C00001,kegg:C00007,kegg:C00543,kegg:C00027,kegg:C00016,kegg:C00218,kegg:C00014,kegg:C16610,kegg:C05924,kegg:C00004,kegg:C00067,kegg:C00003,kegg:C00032,kegg:C16607
Lidocaine (Local Anaesthetic) Metabolism Pathway	SMPDB	kegg:C07073,kegg:C11004,kegg:C16561,kegg:C16560,kegg:C16572,kegg:C16569,kegg:C16571,kegg:C16570,kegg:C00007,kegg:C00005,kegg:C00080,kegg:C00001,kegg:C00006,kegg:C00032,kegg:C00004,kegg:C00067,kegg:C00003
Codeine Metabolism Pathway	SMPDB	kegg:C06174,kegg:C01516,kegg:C00167,kegg:C16577,kegg:C00015,kegg:C00007,kegg:C00004,kegg:C16576,kegg:C00001,kegg:C00067,kegg:C00003,kegg:C00032
Morphine Metabolism Pathway	SMPDB	kegg:C01516,kegg:C11785,kegg:C00167,kegg:C16643,kegg:C00015,kegg:C16578
Heroin Metabolism Pathway	SMPDB	kegg:C11781,kegg:C01516,kegg:C06534,kegg:C00001,kegg:C00033
Nicotine Metabolism Pathway	SMPDB	kegg:C16150,kegg:C06524,kegg:C00745,chebi:68641,chebi:71182,kegg:C03033,kegg:C00007,kegg:C00005,kegg:C00080,chebi:30734,kegg:C00001,kegg:C00006,kegg:C00016,kegg:C00167,chebi:63860,kegg:C00015,kegg:C00032,kegg:C00027,kegg:C05924,kegg:C00004,kegg:C00067,kegg:C00003
Adefovir Dipivoxil Metabolism Pathway	SMPDB	kegg:C11277,kegg:C00002,kegg:C00008,kegg:C00305
Dipyridamole (Antiplatelet) Action Pathway	SMPDB	kegg:D00302,kegg:C00038
Gaucher Disease	SMPDB	kegg:C00154,kegg:C00065,kegg:C02934,kegg:C00011,kegg:C00018,kegg:C00836,kegg:C00005,kegg:C00006,kegg:C00002,kegg:C00008,kegg:C01120,kegg:C00305,kegg:C00001,kegg:C00009,kegg:C00346,kegg:C00517,kegg:C00195,kegg:C12126,kegg:C06124,kegg:C00319,chebi:72718,kegg:C00076,kegg:C00157,kegg:C00550,kegg:C05401,kegg:C00588,kegg:C02686,kegg:C01190,kegg:C00031,kegg:C00029,kegg:C00015,kegg:C01290,kegg:C00053,kegg:C06125,kegg:C00054,kegg:C00059,kegg:C00984,kegg:C06126,kegg:C06128,kegg:C00038
Globoid Cell Leukodystrophy	SMPDB	kegg:C00154,kegg:C00065,kegg:C02934,kegg:C00011,kegg:C00018,kegg:C00836,kegg:C00005,kegg:C00006,kegg:C00002,kegg:C00008,kegg:C01120,kegg:C00305,kegg:C00001,kegg:C00009,kegg:C00346,kegg:C00517,kegg:C00195,kegg:C12126,kegg:C06124,kegg:C00319,chebi:72718,kegg:C00076,kegg:C00157,kegg:C00550,kegg:C05401,kegg:C00588,kegg:C02686,kegg:C01190,kegg:C00031,kegg:C00029,kegg:C00015,kegg:C01290,kegg:C00053,kegg:C06125,kegg:C00054,kegg:C00059,kegg:C00984,kegg:C06126,kegg:C06128,kegg:C00038
Clopidogrel Action Pathway	SMPDB	chebi:37941,kegg:C00032,kegg:C00076,kegg:C00001,kegg:C00002,kegg:C00008,kegg:C00009,kegg:C00007,kegg:C00027
Ticlopidine Action Pathway	SMPDB	kegg:C07140
Intracellular Signalling Through PGD2 receptor and Prostaglandin D2	SMPDB	kegg:C00696,kegg:C00035,kegg:C00305,kegg:C00002,kegg:C00575,kegg:C00013,kegg:C00044
proteasome complex	BioCarta	kegg:C00008,kegg:C00002
Hereditary Coproporphyria (HCP)	SMPDB	kegg:C00037,kegg:C00091,kegg:C00430,kegg:C00011,kegg:C00018,kegg:C00931,kegg:C00001,kegg:C00038,kegg:C01024,kegg:C00014,kegg:C01051,kegg:C02469,kegg:C05766,kegg:C05768,kegg:C05769,kegg:C05767,kegg:C03263,kegg:C05770,kegg:C00007,kegg:C00282,kegg:C01079,kegg:C02191,kegg:C00027,kegg:C00016,kegg:C14818,kegg:C14819,kegg:C00032,kegg:C00448,kegg:C15672,kegg:C15670,kegg:C00500,kegg:C00237,kegg:C00003,kegg:C00486,kegg:C00004,kegg:C00167,kegg:C05787,kegg:C00015,kegg:C05791
Hypermethioninemia	SMPDB	kegg:C00101,kegg:C00065,kegg:C00143,kegg:C00037,kegg:C00001,kegg:C00018,kegg:C00004,kegg:C00440,kegg:C00003,kegg:C00016,kegg:C05330,kegg:C00073,kegg:C00038,kegg:C00263,kegg:C02291,kegg:C00097,kegg:C00109,kegg:C00019,kegg:C00021,kegg:C00213,kegg:C01137,kegg:C00011,kegg:C00134,kegg:C00170,kegg:C00315,kegg:C00009,kegg:C04188,kegg:C00212,kegg:C00114,kegg:C00719,kegg:C01026,kegg:C00007,kegg:C01180,kegg:C00014,kegg:C00027,kegg:C00002,kegg:C00020,kegg:C00013,kegg:C00234,chebi:49033,kegg:C00305,kegg:C00238
Methylenetetrahydrofolate Reductase Deficiency (MTHFRD)	SMPDB	kegg:C00101,kegg:C00065,kegg:C00143,kegg:C00037,kegg:C00001,kegg:C00018,kegg:C00004,kegg:C00440,kegg:C00003,kegg:C00016,kegg:C05330,kegg:C00073,kegg:C00038,kegg:C00263,kegg:C02291,kegg:C00097,kegg:C00109,kegg:C00019,kegg:C00021,kegg:C00213,kegg:C01137,kegg:C00011,kegg:C00134,kegg:C00170,kegg:C00315,kegg:C00009,kegg:C04188,kegg:C00212,kegg:C00114,kegg:C00719,kegg:C01026,kegg:C00007,kegg:C01180,kegg:C00014,kegg:C00027,kegg:C00002,kegg:C00020,kegg:C00013,kegg:C00234,chebi:49033,kegg:C00305,kegg:C00238
Metachromatic Leukodystrophy (MLD)	SMPDB	kegg:C00154,kegg:C00065,kegg:C02934,kegg:C00011,kegg:C00018,kegg:C00836,kegg:C00005,kegg:C00006,kegg:C00002,kegg:C00008,kegg:C01120,kegg:C00305,kegg:C00001,kegg:C00009,kegg:C00346,kegg:C00517,kegg:C00195,kegg:C12126,kegg:C06124,kegg:C00319,chebi:72718,kegg:C00076,kegg:C00157,kegg:C00550,kegg:C05401,kegg:C00588,kegg:C02686,kegg:C01190,kegg:C00031,kegg:C00029,kegg:C00015,kegg:C01290,kegg:C00053,kegg:C06125,kegg:C00054,kegg:C00059,kegg:C00984,kegg:C06126,kegg:C06128,kegg:C00038
Porphyria Variegata (PV)	SMPDB	kegg:C00037,kegg:C00091,kegg:C00430,kegg:C00011,kegg:C00018,kegg:C00931,kegg:C00001,kegg:C00038,kegg:C01024,kegg:C00014,kegg:C01051,kegg:C02469,kegg:C05766,kegg:C05768,kegg:C05769,kegg:C05767,kegg:C03263,kegg:C05770,kegg:C00007,kegg:C00282,kegg:C01079,kegg:C02191,kegg:C00027,kegg:C00016,kegg:C14818,kegg:C14819,kegg:C00032,kegg:C00448,kegg:C15672,kegg:C15670,kegg:C00500,kegg:C00237,kegg:C00003,kegg:C00486,kegg:C00004,kegg:C00167,kegg:C05787,kegg:C00015,kegg:C05791
Congenital Erythropoietic Porphyria (CEP) or Gunther Disease	SMPDB	kegg:C00037,kegg:C00091,kegg:C00430,kegg:C00011,kegg:C00018,kegg:C00931,kegg:C00001,kegg:C00038,kegg:C01024,kegg:C00014,kegg:C01051,kegg:C02469,kegg:C05766,kegg:C05768,kegg:C05769,kegg:C05767,kegg:C03263,kegg:C05770,kegg:C00007,kegg:C00282,kegg:C01079,kegg:C02191,kegg:C00027,kegg:C00016,kegg:C14818,kegg:C14819,kegg:C00032,kegg:C00448,kegg:C15672,kegg:C15670,kegg:C00500,kegg:C00237,kegg:C00003,kegg:C00486,kegg:C00004,kegg:C00167,kegg:C05787,kegg:C00015,kegg:C05791
Acute Intermittent Porphyria	SMPDB	kegg:C00037,kegg:C00091,kegg:C00430,kegg:C00011,kegg:C00018,kegg:C00931,kegg:C00001,kegg:C00038,kegg:C01024,kegg:C00014,kegg:C01051,kegg:C02469,kegg:C05766,kegg:C05768,kegg:C05769,kegg:C05767,kegg:C03263,kegg:C05770,kegg:C00007,kegg:C00282,kegg:C01079,kegg:C02191,kegg:C00027,kegg:C00016,kegg:C14818,kegg:C14819,kegg:C00032,kegg:C00448,kegg:C15672,kegg:C15670,kegg:C00500,kegg:C00237,kegg:C00003,kegg:C00486,kegg:C00004,kegg:C00167,kegg:C05787,kegg:C00015,kegg:C05791
Nicotine Action Pathway	SMPDB	kegg:C16150,kegg:C06524,kegg:C00745,chebi:68641,chebi:71182,kegg:C03033,kegg:C00007,kegg:C00005,kegg:C00080,chebi:30734,kegg:C00001,kegg:C00006,kegg:C00016,kegg:C00167,chebi:63860,kegg:C00015,kegg:C00032,kegg:C00027,kegg:C05924,kegg:C00004,kegg:C00067,kegg:C00003,kegg:C00076,kegg:C01330,kegg:C00238,kegg:C00002,kegg:C00008,kegg:C00009,kegg:C00547,kegg:C00780,kegg:C03758
Thioguanine Action Pathway	SMPDB	kegg:C16619,kegg:C07648,kegg:C00119,kegg:C00013,kegg:C00305,kegg:C01756,kegg:C04646,kegg:C00003,kegg:C00001,kegg:C00004,kegg:C00238,kegg:C00064,kegg:C00002,kegg:C00020,kegg:C00019,kegg:C00021,kegg:C01277,kegg:C00016,kegg:C05924,kegg:C16614,kegg:C16615,kegg:C01330,kegg:C00008,kegg:C00009,kegg:C16613,kegg:C01261,kegg:C00044,kegg:C00144,kegg:C00035,kegg:C00076,kegg:C00361,kegg:C00286,kegg:C00362,kegg:C00330,kegg:C00242,kegg:C00387,kegg:C00620,kegg:C00672,kegg:C00385,kegg:C00014,kegg:C00038,kegg:C00301,kegg:C00117,kegg:C03090,kegg:C00025,kegg:C00037,kegg:C03838,kegg:C00234,kegg:C00101,kegg:C04376,kegg:C04640,kegg:C03373,kegg:C04751,kegg:C00011,kegg:C00049,kegg:C04823,kegg:C00122,kegg:C04677,kegg:C04734,kegg:C00130,kegg:C00655,kegg:C00006,kegg:C00005,kegg:C01762,kegg:C00294,kegg:C00262,kegg:C00007,kegg:C00027,kegg:C00366,kegg:C05512,kegg:C03794,kegg:C00212,kegg:C00147,kegg:C00559,kegg:C00575,kegg:C00206,kegg:C00360,kegg:C00131,kegg:C06194,kegg:C00032,kegg:C00104,kegg:C00081,kegg:C04051,chebi:33114,kegg:C14819
Irinotecan Action Pathway	SMPDB	kegg:C11173,kegg:C16641,kegg:C16543,kegg:C00032,kegg:C16542,kegg:C11376,kegg:C00001,kegg:C00002,kegg:C00009,kegg:C00008,kegg:C00167,kegg:C00015
Methotrexate Action Pathway	SMPDB	kegg:C01937,kegg:C00025,kegg:C00002,kegg:C00009,kegg:C00008,kegg:C00076,kegg:C00415,kegg:C00101,kegg:C00006,kegg:C00005,kegg:C00504,kegg:C00058,kegg:C00234,kegg:C00001,kegg:C00011,kegg:C03479,kegg:C01045,kegg:C00018,kegg:C00080,kegg:C00445,kegg:C00305,kegg:C00143,kegg:C00004,kegg:C00440,kegg:C00003,kegg:C00016,kegg:C00664,kegg:C00014,kegg:C03541
Docetaxel Action Pathway	SMPDB	kegg:C11231,kegg:C00001,kegg:C00002,kegg:C00009,kegg:C00008
Paclitaxel Action Pathway	SMPDB	kegg:C07394,kegg:C00002,kegg:C00001,kegg:C00008,kegg:C00009,kegg:C06262
Vincristine Action Pathway	SMPDB	kegg:C07204,kegg:C00002,kegg:C00001,kegg:C00008,kegg:C00009
Vinblastine Action Pathway	SMPDB	kegg:C07201,kegg:C00001,kegg:C00002,kegg:C00009,kegg:C00008,kegg:C00032
