SET_ID	Metabolites	Pathways
SET_159	ADP;C30:0_PC;C30:1_PC;C32:0_DAG;C32:0_DAG_+NH4;C32:0_PC;C32:1_DAG;C32:1_DAG_+NH4;C32:1_PC;C32:2_DAG;C32:2_PC;C34:0_DAG;C34:0_DAG_+NH4;C34:0_PC;C34:1_PC;C34:2_DAG;C34:2_DAG_+NH4;C34:2_PC;C34:3_DAG;C34:3_DAG_+NH4;C34:3_PC;C34:4_PC;C36:0_DAG;C36:0_DAG_+NH4;C36:0_PC;C36:1_PC;C36:2_DAG;C36:2_DAG_+NH4;C36:2_PC;C36:3_DAG;C36:3_DAG_+NH4;C36:3_PC;C36:4_DAG;C36:4_DAG_+NH4;C36:4_PC-A;C36:4_PC-B;C38:2_PC;C38:3_PC;C38:4_DAG;C38:4_DAG_+NH4;C38:4_PC;C38:6_PC;C40:10_PC;C40:6_PC;C40:9_PC;choline;GDP	Reactome:Fcgamma receptor (FCGR) dependent phagocytosis
SET_160	ADP;C30:0_PC;C30:1_PC;C32:0_PC;C32:1_PC;C32:2_PC;C34:0_PC;C34:1_PC;C34:2_PC;C34:3_PC;C34:4_PC;C36:0_PC;C36:1_PC;C36:2_PC;C36:3_PC;C36:4_PC-A;C36:4_PC-B;C38:2_PC;C38:3_PC;C38:4_PC;C38:6_PC;C40:10_PC;C40:6_PC;C40:9_PC	Reactome:PI Metabolism|Wikipathways:PI Metabolism
SET_161	ADP;C30:0_PC;C30:1_PC;C32:0_PC;C32:1_PC;C32:2_PC;C34:0_PC;C34:1_PC;C34:2_PC;C34:3_PC;C34:4_PC;C36:0_PC;C36:1_PC;C36:2_PC;C36:3_PC;C36:4_PC-A;C36:4_PC-B;C38:2_PC;C38:3_PC;C38:4_PC;C38:6_PC;C40:10_PC;C40:6_PC;C40:9_PC;GDP	PID:Visual signal transduction: Rods|PID:Visual signal transduction: Cones
SET_162	ADP;C30:0_PC;C30:1_PC;C32:0_PC;C32:1_PC;C32:2_PC;C34:0_PC;C34:1_PC;C34:2_PC;C34:3_PC;C34:4_PC;C36:0_PC;C36:1_PC;C36:2_PC;C36:3_PC;C36:4_PC-A;C36:4_PC-B;C38:2_PC;C38:3_PC;C38:4_PC;C38:6_PC;C40:10_PC;C40:6_PC;C40:9_PC;choline;phosphocholine	BioCarta:phosphatidylcholine biosynthesis pathway
SET_163	ADP;C32:0_DAG;C32:0_DAG_+NH4;C32:0_PE;C32:1_DAG;C32:1_DAG_+NH4;C32:2_DAG;C34:0_DAG;C34:0_DAG_+NH4;C34:0_PE;C34:2_DAG;C34:2_DAG_+NH4;C34:2_PE;C34:2_PE_plasmalogen;C34:3_DAG;C34:3_DAG_+NH4;C36:0_DAG;C36:0_DAG_+NH4;C36:0_PE;C36:1_PE;C36:1_PE_plasmalogen;C36:2_DAG;C36:2_DAG_+NH4;C36:2_PE;C36:2_PE_plasmalogen;C36:3_DAG;C36:3_DAG_+NH4;C36:3_PE;C36:4_DAG;C36:4_DAG_+NH4;C36:4_PE;C38:2_PE;C38:4_DAG;C38:4_DAG_+NH4;C38:4_PE;C38:5_PE;C38:6_PE;C40:6_PE;C40:6_PS;phosphoethanolamine	Reactome:Synthesis of PE
SET_164	ADP;C32:0_DAG;C32:0_DAG_+NH4;C32:1_DAG;C32:1_DAG_+NH4;C32:2_DAG;C34:0_DAG;C34:0_DAG_+NH4;C34:2_DAG;C34:2_DAG_+NH4;C34:3_DAG;C34:3_DAG_+NH4;C36:0_DAG;C36:0_DAG_+NH4;C36:2_DAG;C36:2_DAG_+NH4;C36:3_DAG;C36:3_DAG_+NH4;C36:4_DAG;C36:4_DAG_+NH4;C38:4_DAG;C38:4_DAG_+NH4	Reactome:Depolymerisation of the Nuclear Lamina|Reactome:Downstream TCR signaling|Reactome:TCR signaling|Reactome:Nuclear Envelope Breakdown|Reactome:FCERI mediated Ca+2 mobilization|Reactome:Generation of second messenger molecules|Reactome:FCERI mediated NF-kB activation|Reactome:CLEC7A (Dectin-1) signaling|Wikipathways:TCR signaling|Reactome:C-type lectin receptors (CLRs)|Reactome:Synthesis of IP3 and IP4 in the cytosol
SET_165	ADP;C32:0_DAG;C32:0_DAG_+NH4;C32:1_DAG;C32:1_DAG_+NH4;C32:2_DAG;C34:0_DAG;C34:0_DAG_+NH4;C34:2_DAG;C34:2_DAG_+NH4;C34:3_DAG;C34:3_DAG_+NH4;C36:0_DAG;C36:0_DAG_+NH4;C36:2_DAG;C36:2_DAG_+NH4;C36:3_DAG;C36:3_DAG_+NH4;C36:4_DAG;C36:4_DAG_+NH4;C38:4_DAG;C38:4_DAG_+NH4;GDP	Wikipathways:Netrin-1 signaling|Reactome:Netrin-1 signaling
SET_166	ADP;C32:0_DAG;C32:0_DAG_+NH4;C32:1_DAG;C32:1_DAG_+NH4;C32:2_DAG;C34:0_DAG;C34:0_DAG_+NH4;C34:2_DAG;C34:2_DAG_+NH4;C34:3_DAG;C34:3_DAG_+NH4;C36:0_DAG;C36:0_DAG_+NH4;C36:2_DAG;C36:2_DAG_+NH4;C36:3_DAG;C36:3_DAG_+NH4;C36:4_DAG;C36:4_DAG_+NH4;C38:4_DAG;C38:4_DAG_+NH4;GDP;glutamate_HILIC-pos;glycine	Reactome:Developmental Biology|Reactome:Axon guidance|Reactome:Fc epsilon receptor (FCERI) signaling
SET_167	ADP;C32:0_DAG;C32:0_DAG_+NH4;C32:1_DAG;C32:1_DAG_+NH4;C32:2_DAG;C34:0_DAG;C34:0_DAG_+NH4;C34:2_DAG;C34:2_DAG_+NH4;C34:3_DAG;C34:3_DAG_+NH4;C36:0_DAG;C36:0_DAG_+NH4;C36:2_DAG;C36:2_DAG_+NH4;C36:3_DAG;C36:3_DAG_+NH4;C36:4_DAG;C36:4_DAG_+NH4;C38:4_DAG;C38:4_DAG_+NH4;GDP;glutamate_HILIC-pos;glycine;Sphingosine_1-Phosphate;sphingosine_C8-pos;sphingosine_HILIC-pos	Reactome:VEGFR2 mediated cell proliferation
SET_168	ADP;C32:0_DAG;C32:0_DAG_+NH4;C32:1_DAG;C32:1_DAG_+NH4;C32:2_DAG;C34:0_DAG;C34:0_DAG_+NH4;C34:2_DAG;C34:2_DAG_+NH4;C34:3_DAG;C34:3_DAG_+NH4;C36:0_DAG;C36:0_DAG_+NH4;C36:2_DAG;C36:2_DAG_+NH4;C36:3_DAG;C36:3_DAG_+NH4;C36:4_DAG;C36:4_DAG_+NH4;C38:4_DAG;C38:4_DAG_+NH4;inositol	Reactome:Inositol phosphate metabolism
SET_169	ADP;C32:0_PE;C34:0_PE;C34:2_PE;C34:2_PE_plasmalogen;C36:0_PE;C36:1_PE;C36:1_PE_plasmalogen;C36:2_PE;C36:2_PE_plasmalogen;C36:3_PE;C36:4_PE;C38:2_PE;C38:4_PE;C38:5_PE;C38:6_PE;C40:6_PE	EHMN:Vitamin A (retinol) metabolism
SET_170	ADP;C32:0_PE;C34:0_PE;C34:2_PE;C34:2_PE_plasmalogen;C36:0_PE;C36:1_PE;C36:1_PE_plasmalogen;C36:2_PE;C36:2_PE_plasmalogen;C36:3_PE;C36:4_PE;C38:2_PE;C38:4_PE;C38:5_PE;C38:6_PE;C40:6_PE;C40:6_PS	Reactome:Ion transport by P-type ATPases
SET_171	ADP;C32:0_PE;C34:0_PE;C34:2_PE;C34:2_PE_plasmalogen;C36:0_PE;C36:1_PE;C36:1_PE_plasmalogen;C36:2_PE;C36:2_PE_plasmalogen;C36:3_PE;C36:4_PE;C38:2_PE;C38:4_PE;C38:5_PE;C38:6_PE;C40:6_PE;C40:6_PS;GABA;glycine;serotonin;urate_HILIC-neg;urate_HILIC-pos	Reactome:Ion channel transport
SET_172	ADP;C32:0_PE;C34:0_PE;C34:2_PE;C34:2_PE_plasmalogen;C36:0_PE;C36:1_PE;C36:1_PE_plasmalogen;C36:2_PE;C36:2_PE_plasmalogen;C36:3_PE;C36:4_PE;C38:2_PE;C38:4_PE;C38:5_PE;C38:6_PE;C40:6_PE;GDP	Reactome:Diseases of signal transduction
SET_173	ADP;C32:0_PE;C34:0_PE;C34:2_PE;C34:2_PE_plasmalogen;C36:0_PE;C36:1_PE;C36:1_PE_plasmalogen;C36:2_PE;C36:2_PE_plasmalogen;C36:3_PE;C36:4_PE;C38:2_PE;C38:4_PE;C38:5_PE;C38:6_PE;C40:6_PE;Linoleic_acid;Oleic_acid;Palmitic_acid;Stearic_acid	Reactome:The canonical retinoid cycle in rods (twilight vision)
SET_174	ADP;C32:0_PE;C34:0_PE;C34:2_PE;C34:2_PE_plasmalogen;C36:0_PE;C36:1_PE;C36:1_PE_plasmalogen;C36:2_PE;C36:2_PE_plasmalogen;C36:3_PE;C36:4_PE;C38:2_PE;C38:4_PE;C38:5_PE;C38:6_PE;C40:6_PE;glucuronate;inositol;phosphoethanolamine	EHMN:Phosphatidylinositol phosphate metabolism
SET_175	ADP;C34:1_DAG;C34:1_DAG_+NH4;inositol	SMPDB:Joubert syndrome|SMPDB:Phosphatidylinositol Phosphate Metabolism
SET_176	ADP;C40:6_PS	Reactome:Activation of NF-kappaB in B cells|Reactome:Disinhibition of SNARE formation|Reactome:Trafficking of GluR2-containing AMPA receptors|Wikipathways:Response to elevated platelet cytosolic Ca2+|Reactome:Trafficking of AMPA receptors|Reactome:WNT5A-dependent internalization of FZD4|Reactome:PCP/CE pathway
SET_177	ADP;C40:6_PS;GDP	Wikipathways:beta-catenin independent WNT signaling|Wikipathways:Signaling by the B Cell Receptor (BCR)|Reactome:Ca2+ pathway|Reactome:Downstream signaling events of B Cell Receptor (BCR)|Reactome:Signaling by the B Cell Receptor (BCR)|Reactome:beta-catenin independent WNT signaling
SET_178	ADP;C40:6_PS;GDP;niacinamide	Reactome:Signaling by Wnt
SET_179	ADP;C40:6_PS;GDP;serotonin	Reactome:Response to elevated platelet cytosolic Ca2+
SET_180	ADP;C40:6_PS;glutamate_HILIC-pos	Reactome:Glutamate Binding, Activation of AMPA Receptors and Synaptic Plasticity
SET_181	ADP;DHAP/glyceraldehyde_3P	Reactome:Fructose catabolism|HumanCyc:sucrose degradation
SET_182	ADP;DHAP/glyceraldehyde_3P;GDP;malate;PEP;pyruvate	HumanCyc:gluconeogenesis
SET_183	ADP;DHAP/glyceraldehyde_3P;PEP;pyruvate	HumanCyc:glycolysis
SET_184	ADP;DHAP/glyceraldehyde_3P;fucose;GDP;glutamate_HILIC-pos;glutamine;hexose_monophosphate;sorbitol	INOH:Fructose Mannose metabolism
SET_185	ADP;DHAP/glyceraldehyde_3P;fucose;GDP;hexose_monophosphate;sorbitol	EHMN:Fructose and mannose metabolism
SET_186	ADP;DHAP/glyceraldehyde_3P;fucose;hexose_monophosphate;sorbitol	SMPDB:Fructose intolerance, hereditary|SMPDB:Fructose and Mannose Degradation|SMPDB:Fructosuria
SET_187	ADP;DHAP/glyceraldehyde_3P;sorbitol	Reactome:Fructose metabolism
SET_188	ADP;GABA;histidine	HumanCyc:homocarnosine biosynthesis
SET_189	ADP;GDP	Reactome:SHC-related events triggered by IGF1R|PID:Osteopontin-mediated events|Reactome:p38MAPK events|Wikipathways:Signaling by ERBB4|Wikipathways:Signaling by ERBB2|Wikipathways:Signal amplification|Reactome:Rap1 signalling|Wikipathways:DAP12 interactions|Reactome:Recycling pathway of L1|HumanCyc:pyrimidine deoxyribonucleosides salvage|Wikipathways:Costimulation by the CD28 family|Reactome:NRAGE signals death through JNK|Reactome:Mitochondrial Uncoupling Proteins|Wikipathways:Integrin alphaIIb beta3 signaling|Wikipathways:RHO GTPases Activate Formins|Wikipathways:Nonsense-Mediated Decay (NMD)|Reactome:Cell death signalling via NRAGE, NRIF and NADE|Reactome:trans-Golgi Network Vesicle Budding|Reactome:Signaling by EGFR in Cancer|Reactome:Nonsense-Mediated Decay (NMD)|Reactome:Lysosome Vesicle Biogenesis|Reactome:Regulation of actin dynamics for phagocytic cup formation|HumanCyc:guanosine deoxyribonucleotides <i>de novo</i> biosynthesis|Reactome:Integrin alphaIIb beta3 signaling|Reactome:Signaling by FGFR4 in disease|Reactome:Tie2 Signaling|Reactome:Signal amplification|HumanCyc:superpathway of pyrimidine deoxyribonucleoside salvage|Reactome:L1CAM interactions|Reactome:SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion|Reactome:RHO GTPases Activate Formins|Reactome:Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)|Reactome:Signaling by FGFR1 in disease|Wikipathways:Membrane Trafficking|Reactome:Signaling by FGFR2 in disease|Wikipathways:RAF-MAP kinase cascade|Reactome:SHC-mediated cascade:FGFR4|Reactome:CD28 dependent Vav1 pathway|Reactome:Signaling by FGFR3 mutants|Reactome:ADP signalling through P2Y purinoceptor 12|Reactome:Antigen Presentation: Folding, assembly and peptide loading of class I MHC|Reactome:Signaling by FGFR in disease|Reactome:Translation|Wikipathways:Signaling by FGFR4|Wikipathways:Signaling by FGFR2|Wikipathways:Signaling by FGFR1|Wikipathways:Signaling by SCF-KIT|Wikipathways:L1CAM interactions|Wikipathways:mTOR signalling|Reactome:Ephrin signaling|Reactome:Signaling by EGFRvIII in Cancer|Wikipathways:Semaphorin interactions|Reactome:The proton buffering model|Wikipathways:GPVI-mediated activation cascade|Reactome:Sema4D in semaphorin signaling|Reactome:Signaling by Ligand-Responsive EGFR Variants in Cancer|Wikipathways:Signaling by PDGF|Reactome:HIV Life Cycle|Reactome:Platelet Aggregation (Plug Formation)|Reactome:mTORC1-mediated signalling|Wikipathways:HIV Life Cycle|Reactome:EPHA-mediated growth cone collapse|Reactome:Signaling by NOTCH|Wikipathways:MHC class II antigen presentation|Reactome:CD28 co-stimulation|Reactome:ADP signalling through P2Y purinoceptor 1|Reactome:GPVI-mediated activation cascade|Reactome:Sema4D mediated inhibition of cell attachment and migration|Reactome:SHC-mediated cascade:FGFR2|Reactome:SHC-mediated cascade:FGFR3|Reactome:SHC-mediated cascade:FGFR1|Wikipathways:Signaling by FGFR3|Wikipathways:NCAM signaling for neurite out-growth|Reactome:Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants|Reactome:Signaling by FGFR2 mutants|Wikipathways:Signaling by EGFR|Reactome:HIV Infection|Reactome:Constitutive Signaling by EGFRvIII|Reactome:Eukaryotic Translation Initiation|Reactome:Signal transduction by L1|Reactome:Signaling by FGFR4 mutants|Reactome:Late Phase of HIV Life Cycle|Wikipathways:Eukaryotic Translation Initiation|Reactome:Signaling by Robo receptor|Reactome:EPH-ephrin mediated repulsion of cells|Reactome:Golgi Associated Vesicle Biogenesis|Reactome:Semaphorin interactions|Reactome:Cap-dependent Translation Initiation|Reactome:Sema4D induced cell migration and growth-cone collapse|Reactome:DCC mediated attractive signaling|Reactome:Signaling by FGFR1 mutants|Reactome:Clathrin derived vesicle budding|Wikipathways:Rap1 signalling|Reactome:Signaling by FGFR3 in disease|Wikipathways:Signaling by Robo receptor|Reactome:Costimulation by the CD28 family
SET_190	ADP;GDP;glutamate_HILIC-pos;glutamine;hexose_monophosphate	Wikipathways:Asparagine N-linked glycosylation
SET_191	ADP;GDP;glutamate_HILIC-pos;glutamine;hexose_monophosphate;PEP;pyruvate	Reactome:Asparagine N-linked glycosylation|Reactome:Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein
SET_192	ADP;GDP;glutamate_HILIC-pos;glycine	Reactome:MAPK1/MAPK3 signaling|Reactome:SHC1 events in ERBB4 signaling|Reactome:Signalling to p38 via RIT and RIN|Reactome:Activation of NMDA receptor upon glutamate binding and postsynaptic events|Reactome:MAPK family signaling cascades|Reactome:Signaling by Interleukins|Reactome:Prolonged ERK activation events|Reactome:Signalling to ERKs|Reactome:ARMS-mediated activation|Reactome:Interleukin receptor SHC signaling|Reactome:FRS-mediated FGFR2 signaling|Wikipathways:EPH-Ephrin signaling|Reactome:FRS-mediated FGFR3 signaling|Reactome:GRB2 events in EGFR signaling|Reactome:SOS-mediated signalling|Reactome:RAF/MAP kinase cascade|Reactome:Interleukin-3, 5 and GM-CSF signaling|Reactome:Signaling by ERBB4|Reactome:CREB phosphorylation through the activation of Ras|Reactome:SHC1 events in EGFR signaling|Reactome:FCERI mediated MAPK activation|Reactome:GRB2 events in ERBB2 signaling|Reactome:FRS-mediated FGFR4 signaling|Reactome:SHC1 events in ERBB2 signaling|Reactome:EPH-Ephrin signaling|Reactome:Signalling to RAS|Reactome:NCAM signaling for neurite out-growth|Reactome:FRS-mediated FGFR1 signaling|Reactome:EPHB-mediated forward signaling|Reactome:Signaling by Leptin|Reactome:Post NMDA receptor activation events|Reactome:Frs2-mediated activation|Reactome:Interleukin-2 signaling|Reactome:Signaling by SCF-KIT
SET_193	ADP;GDP;glutamate_HILIC-pos;glycine;methionine;PEP;pyruvate;serine	INOH:Folate metabolism
SET_194	ADP;GDP;methionine	Reactome:Inactivation, recovery and regulation of the phototransduction cascade|Reactome:The phototransduction cascade
SET_195	ADP;GDP;serotonin	Reactome:Platelet degranulation 
SET_196	ADP;PEP	HumanCyc:CMP-<i>N</i>-acetylneuraminate biosynthesis I (eukaryotes)
SET_197	ADP;PEP;pyruvate	Reactome:Sialic acid metabolism|Wikipathways:Sialic acid metabolism
SET_198	ADP;Palmitic_acid	SMPDB:Smith-Lemli-Opitz Syndrome (SLOS)|SMPDB:Cerivastatin Action Pathway|SMPDB:Hypercholesterolemia|SMPDB:Zoledronate Action Pathway|SMPDB:Fluvastatin Action Pathway|SMPDB:Rosuvastatin Action Pathway|SMPDB:Desmosterolosis|SMPDB:Ibandronate Action Pathway|SMPDB:Lovastatin Action Pathway|SMPDB:Alendronate Action Pathway|SMPDB:Wolman disease|SMPDB:Pravastatin Action Pathway|SMPDB:Pamidronate Action Pathway|SMPDB:Atorvastatin Action Pathway|SMPDB:Hyper-IgD syndrome|SMPDB:Chondrodysplasia Punctata II, X Linked Dominant (CDPX2)|SMPDB:Steroid Biosynthesis|SMPDB:Mevalonic aciduria|SMPDB:Lysosomal Acid Lipase Deficiency (Wolman Disease)|SMPDB:Risedronate Action Pathway|SMPDB:Simvastatin Action Pathway|SMPDB:Cholesteryl ester storage disease|SMPDB:CHILD Syndrome
SET_199	ADP;alanine	HumanCyc:[2Fe-2S] iron-sulfur cluster biosynthesis
SET_200	ADP;alanine;AMP;arginine;asparagine;aspartate;C30:0_PC;C30:1_PC;C32:0_DAG;C32:0_DAG_+NH4;C32:0_PC;C32:1_DAG;C32:1_DAG_+NH4;C32:1_PC;C32:2_DAG;C32:2_PC;C34:0_DAG;C34:0_DAG_+NH4;C34:0_PC;C34:1_PC;C34:2_DAG;C34:2_DAG_+NH4;C34:2_PC;C34:3_DAG;C34:3_DAG_+NH4;C34:3_PC;C34:4_PC;C36:0_DAG;C36:0_DAG_+NH4;C36:0_PC;C36:1_PC;C36:2_DAG;C36:2_DAG_+NH4;C36:2_PC;C36:3_DAG;C36:3_DAG_+NH4;C36:3_PC;C36:4_DAG;C36:4_DAG_+NH4;C36:4_PC-A;C36:4_PC-B;C38:2_PC;C38:3_PC;C38:4_DAG;C38:4_DAG_+NH4;C38:4_PC;C38:6_PC;C40:10_PC;C40:6_PC;C40:6_PS;C40:9_PC;choline;GDP;glutamate_HILIC-pos;glutamine;glycine;histidine;isoleucine;leucine;lysine;methionine;phenylalanine;proline;serine;threonine;tryptophan_HILIC-neg;tryptophan_HILIC-pos;tyrosine;valine	Reactome:Immune System
SET_201	ADP;alanine;AMP;arginine;asparagine;aspartate;C32:0_DAG;C32:0_DAG_+NH4;C32:1_DAG;C32:1_DAG_+NH4;C32:2_DAG;C34:0_DAG;C34:0_DAG_+NH4;C34:2_DAG;C34:2_DAG_+NH4;C34:3_DAG;C34:3_DAG_+NH4;C36:0_DAG;C36:0_DAG_+NH4;C36:2_DAG;C36:2_DAG_+NH4;C36:3_DAG;C36:3_DAG_+NH4;C36:4_DAG;C36:4_DAG_+NH4;C38:4_DAG;C38:4_DAG_+NH4;C40:6_PS;GDP;glutamate_HILIC-pos;glutamine;glycine;histidine;isoleucine;leucine;lysine;methionine;phenylalanine;proline;serine;threonine;tryptophan_HILIC-neg;tryptophan_HILIC-pos;tyrosine;valine	Reactome:Adaptive Immune System
SET_202	ADP;alanine;AMP;arginine;asparagine;aspartate;GDP;glutamate_HILIC-pos;glutamine;glycine;histidine;isoleucine;leucine;lysine;methionine;phenylalanine;proline;serine;threonine;tryptophan_HILIC-neg;tryptophan_HILIC-pos;tyrosine;valine	Reactome:Class I MHC mediated antigen processing & presentation
SET_203	ADP;alanine;alpha-ketoglutarate;AMP;arginine;asparagine;aspartate;beta-alanine;citrulline;GDP;glutamate_HILIC-pos;glutamine;glycine;IMP;N-carbamoyl-beta-alanine;PEP;pyruvate	INOH:Alanine Aspartate Asparagine metabolism
SET_204	ADP;alanine;alpha-ketoglutarate;AMP;arginine;asparagine;betaine;choline;creatine;dimethylglycine;glutamate_HILIC-pos;glutamine;glyceric_acid;glycine;guanidinoacetic_acid;lysine;methionine;ornithine;pyruvate;sarcosine;serine;threonine	EHMN:Glycine, serine, alanine and threonine metabolism
SET_205	ADP;alanine;alpha-ketoglutarate;AMP;arginine;aspartate;citrulline;glutamate_HILIC-pos;glutamine;ornithine;pyruvate	SMPDB:Urea Cycle|SMPDB:Citrullinemia Type I|SMPDB:Carbamoyl Phosphate Synthetase Deficiency|SMPDB:Argininosuccinic Aciduria|SMPDB:Ornithine Transcarbamylase Deficiency (OTC Deficiency)|SMPDB:Argininemia
SET_206	ADP;alanine;alpha-ketoglutarate;AMP;ascorbate;glutamate_HILIC-pos;homovanillate;phenylalanine;pyruvate;serine;thyroxine;tyrosine	EHMN:Tyrosine metabolism
SET_207	ADP;alanine;alpha-ketoglutarate;AMP;asparagine;aspartate;glutamate_HILIC-pos;glutamine;ornithine;proline;pyruvate;serine	Reactome:Amino acid synthesis and interconversion (transamination)
SET_208	ADP;alanine;alpha-ketoglutarate;AMP;aspartate;GABA;glutamate_HILIC-pos;glutamine;glycine;hexose_monophosphate;pyruvate;succinate	SMPDB:4-Hydroxybutyric Aciduria/Succinic Semialdehyde Dehydrogenase Deficiency|SMPDB:Glutamate Metabolism|SMPDB:2-Hydroxyglutric Aciduria (D And L Form)|SMPDB:Hyperinsulinism-Hyperammonemia Syndrome|SMPDB:Succinic semialdehyde dehydrogenase deficiency|SMPDB:Homocarnosinosis
SET_209	ADP;alanine;alpha-ketoglutarate;AMP;aspartate;GABA;glutamate_HILIC-pos;glutamine;glycine;pyruvate;succinate	INOH:Glutamate Glutamine metabolism
SET_210	ADP;alanine;alpha-ketoglutarate;AMP;glutamate_HILIC-pos;glycine;pyruvate	SMPDB:Pyruvate Carboxylase Deficiency|SMPDB:Primary Hyperoxaluria Type I|SMPDB:Alanine Metabolism|SMPDB:Lactic Acidemia
SET_211	ADP;alanine;alpha-ketoglutarate;DHAP/glyceraldehyde_3P;glutamate_HILIC-pos;glycine;hexose_monophosphate;lactate;malate;PEP;pyruvate	INOH:Glycolysis Gluconeogenesis
SET_212	ADP;alanine;arginine;asparagine;aspartate;glutamate_HILIC-pos;glutamine;glycine;histidine;isoleucine;leucine;lysine;methionine;phenylalanine;proline;pyroglutamic_acid;serine;threonine;tryptophan_HILIC-neg;tryptophan_HILIC-pos;tyrosine;valine	Reactome:Glutathione conjugation|Reactome:Glutathione synthesis and recycling
SET_213	ADP;alanine;arginine;asparagine;aspartate;glutamate_HILIC-pos;glutamine;glycine;histidine;isoleucine;leucine;lysine;methionine;phenylalanine;proline;serine;threonine;tryptophan_HILIC-neg;tryptophan_HILIC-pos;tyrosine;valine	Reactome:Antigen processing-Cross presentation
SET_214	ADP;alanine;asparagine;glutamate_HILIC-pos;glutamine;hexose_monophosphate;PEP;pyruvate	EHMN:Aminosugars metabolism
SET_215	ADP;alanine;aspartate;beta-alanine;Dihydrothymine;glutamate_HILIC-pos;glutamine;N-carbamoyl-beta-alanine;pyruvate;thymine;uracil;uridine	Reactome:Pyrimidine metabolism
SET_216	ADP;alanine;beta-alanine;Dihydrothymine;N-carbamoyl-beta-alanine;pyruvate;thymine;uracil;uridine	Reactome:Pyrimidine catabolism
SET_217	ADP;alanine;glutamate_HILIC-pos;glycine;pyroglutamic_acid	SMPDB:Gamma-Glutamyltransferase Deficiency|SMPDB:Glutathione Synthetase Deficiency|SMPDB:Gamma-glutamyl-transpeptidase deficiency|SMPDB:5-oxoprolinase deficiency|SMPDB:Glutathione Metabolism|SMPDB:5-Oxoprolinuria
SET_218	ADP;alpha-glycerophosphate	HumanCyc:CDP-diacylglycerol biosynthesis
SET_219	ADP;alpha-glycerophosphate;AMP;Arachidonic_acid;C16_carnitine;C32:0_DAG;C32:0_DAG_+NH4;C32:1_DAG;C32:1_DAG_+NH4;C32:2_DAG;C34:0_DAG;C34:0_DAG_+NH4;C34:2_DAG;C34:2_DAG_+NH4;C34:3_DAG;C34:3_DAG_+NH4;C36:0_DAG;C36:0_DAG_+NH4;C36:2_DAG;C36:2_DAG_+NH4;C36:3_DAG;C36:3_DAG_+NH4;C36:4_DAG;C36:4_DAG_+NH4;C38:4_DAG;C38:4_DAG_+NH4;C48:1_TAG;C48:1_TAG_+NH4;C48:2_TAG;C48:2_TAG_+NH4;C50:0_TAG;C50:0_TAG_+NH4;C50:1_TAG;C50:1_TAG_+NH4;C50:2_TAG;C50:2_TAG_+NH4;C50:3_TAG;C50:3_TAG_+NH4;C50:4_TAG;C50:4_TAG_+NH4;C51:2_TAG;C51:2_TAG_+NH4;C52:0_TAG;C52:0_TAG_+NH4;C52:1_TAG;C52:1_TAG_+NH4;C52:2_TAG;C52:2_TAG_+NH4;C52:3_TAG;C52:3_TAG_+NH4;C52:4_TAG;C52:4_TAG_+NH4;C52:5_TAG;C52:6_TAG;C52:6_TAG_+NH4;C54:1_TAG;C54:1_TAG_+NH4;C54:2_TAG;C54:2_TAG_+NH4;C54:3_TAG;C54:3_TAG_+NH4;C54:4_TAG;C54:4_TAG_+NH4;C54:5_TAG;C54:6_TAG;C54:7_TAG;C54:7_TAG_+NH4;C56:1_TAG;C56:1_TAG_+NH4;C56:2_TAG;C56:2_TAG_+NH4;C56:3_TAG;C56:3_TAG_+NH4;C56:4_TAG;C56:4_TAG_+NH4;C56:5_TAG;C56:5_TAG_+NH4;C56:6_TAG;C56:6_TAG_+NH4;C56:7_TAG;C56:7_TAG_+NH4;C56:8_TAG;C56:8_TAG_+NH4;C56:9_TAG;C56:9_TAG_+NH4;C58:10_TAG;C58:10_TAG_+NH4;C58:6_TAG;C58:6_TAG_+NH4;C58:7_TAG;C58:7_TAG_+NH4;C58:8_TAG;C58:8_TAG_+NH4;C58:9_TAG;C58:9_TAG_+NH4;C60:12_TAG;C60:12_TAG_+NH4;Capric_acid;DHAP/glyceraldehyde_3P;Eicosapentaenoic_acid;eicosapentaenoic_acid;Linoleic_acid;malate;Palmitic_acid;succinate	Reactome:Fatty acid, triacylglycerol, and ketone body metabolism
